搜尋關鍵字,校系名稱及代碼,招生名額,性別要求,預計甄試人數,原住民外加名額,離島外加名額,願景計畫外加名額,甄試費,指定項目甄試日期,類別,術科考試,扶弱措施,科系校系分則網址,大學問網址
資訊管理學系智慧網路應用組、資管,世新大學資訊管理學系智慧網路應用組(047142),12,不要求,48,2,無,無,1000,112.05.20至112.05.21,一般,否,是,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_047142.htm?v=1.0,https://www.unews.com.tw/School/Department/63/3567
財務金融學系、財金,世新大學財務金融學系(047152),23,不要求,69,3,無,無,1000,112.05.20至112.05.21,一般,否,是,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_047152.htm?v=1.0,https://www.unews.com.tw/School/Department/63/1686
行政管理學系,世新大學行政管理學系(047162),16,不要求,48,3,1,無,1000,112.05.20至112.05.21,一般,否,是,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_047162.htm?v=1.0,https://www.unews.com.tw/School/Department/63/1676
觀光學系餐旅經營管理組,世新大學觀光學系餐旅經營管理組(047172),10,不要求,50,2,無,無,1000,112.05.20至112.05.21,一般,否,是,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_047172.htm?v=1.0,https://www.unews.com.tw/School/Department/63/3568
觀光學系旅遊暨休閒事業管理組,世新大學觀光學系旅遊暨休閒事業管理組(047182),10,不要求,50,2,無,無,1000,112.05.20至112.05.21,一般,否,是,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_047182.htm?v=1.0,https://www.unews.com.tw/School/Department/63/3568
觀光學系觀光規劃暨資源管理組,世新大學觀光學系觀光規劃暨資源管理組(047192),10,不要求,50,2,無,無,1000,112.05.20至112.05.21,一般,否,是,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_047192.htm?v=1.0,https://www.unews.com.tw/School/Department/63/3568
經濟學系,世新大學經濟學系(047202),23,不要求,69,3,無,無,1000,112.05.20至112.05.21,一般,否,是,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_047202.htm?v=1.0,https://www.unews.com.tw/School/Department/63/1674
企業管理學系、企管,世新大學企業管理學系(047212),11,不要求,50,2,無,無,1000,112.05.20至112.05.21,一般,否,是,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_047212.htm?v=1.0,https://www.unews.com.tw/School/Department/63/1685
社會心理學系,世新大學社會心理學系(047222),16,不要求,48,4,無,無,1000,112.05.20至112.05.21,一般,否,是,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_047222.htm?v=1.0,https://www.unews.com.tw/School/Department/63/1675
英語暨傳播應用學系、英文,世新大學英語暨傳播應用學系(047232),8,不要求,48,3,無,無,1000,112.05.20至112.05.21,一般,否,是,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_047232.htm?v=1.0,https://www.unews.com.tw/School/Info/63
中國文學系、中文,世新大學中國文學系(047242),10,不要求,50,2,無,無,1000,112.05.20至112.05.21,一般,否,是,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_047242.htm?v=1.0,https://www.unews.com.tw/School/Department/63/1669
日本語文學系,世新大學日本語文學系(047252),28,不要求,84,2,無,無,1000,112.05.20至112.05.21,一般,否,是,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_047252.htm?v=1.0,https://www.unews.com.tw/School/Department/63/1671
法律學系,世新大學法律學系(047262),64,不要求,192,6,無,無,1000,112.05.20至112.05.21,一般,否,是,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_047262.htm?v=1.0,https://www.unews.com.tw/School/Department/63/1688
