搜尋關鍵字,校系名稱及代碼,招生名額,性別要求,預計甄試人數,原住民外加名額,離島外加名額,願景計畫外加名額,甄試費,指定項目甄試日期,類別,術科考試,扶弱措施,科系校系分則網址,大學問網址
化工與材料工程學系、材料,長庚大學化工與材料工程學系(030132),27,不要求,81,1,無,無,1000,112.05.19、112.05.20,一般,否,是,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_030132.htm?v=1.0,https://www.unews.com.tw/School/Department/57/1488
電子工程學系,長庚大學電子工程學系(030142),34,不要求,102,1,無,無,1000,112.05.18、112.05.19,一般,否,是,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_030142.htm?v=1.0,https://www.unews.com.tw/School/Department/57/1485
資訊工程學系、資工,長庚大學資訊工程學系(030152),26,不要求,78,1,無,無,1000,112.05.19、112.05.20,一般,否,是,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_030152.htm?v=1.0,https://www.unews.com.tw/School/Department/57/1486
生物醫學工程學系、生醫,長庚大學生物醫學工程學系(030162),16,不要求,48,1,無,無,1000,112.05.22,一般,否,是,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_030162.htm?v=1.0,https://www.unews.com.tw/School/Department/57/3761
人工智慧學系,長庚大學人工智慧學系(030172),18,不要求,54,1,無,無,1000,112.05.19、112.05.20,一般,否,是,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_030172.htm?v=1.0,https://www.unews.com.tw/School/Info/57
醫務管理學系,長庚大學醫務管理學系(030182),27,不要求,81,1,無,無,100,112.05.19,一般,否,是,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_030182.htm?v=1.0,https://www.unews.com.tw/School/Department/57/1480
工商管理學系、工管,長庚大學工商管理學系(數智商務組)(030192),20,不要求,60,無,無,無,1000,112.05.18,一般,否,是,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_030192.htm?v=1.0,https://www.unews.com.tw/School/Department/57/1479
工商管理學系、工管,長庚大學工商管理學系(工商創業組)(030202),20,不要求,60,1,無,無,1000,112.05.19,一般,否,是,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_030202.htm?v=1.0,https://www.unews.com.tw/School/Department/57/1479
工業設計學系,長庚大學工業設計學系(030212),20,不要求,60,1,無,無,1000,112.05.19、112.05.20,一般,否,是,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_030212.htm?v=1.0,https://www.unews.com.tw/School/Department/57/1476
資訊管理學系、資管,長庚大學資訊管理學系(甲組)(030222),13,不要求,46,無,無,無,1000,112.05.18、112.05.19,一般,否,是,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_030222.htm?v=1.0,https://www.unews.com.tw/School/Department/57/1482
資訊管理學系、資管,長庚大學資訊管理學系(乙組)(030232),14,不要求,49,1,無,無,1000,112.05.18、112.05.19,一般,否,是,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_030232.htm?v=1.0,https://www.unews.com.tw/School/Department/57/1482
數位金融科技學系,長庚大學數位金融科技學系(甲組)(030242),6,不要求,36,1,無,無,1000,112.05.20、112.05.21,一般,否,是,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_030242.htm?v=1.0,https://www.unews.com.tw/School/Info/57
數位金融科技學系,長庚大學數位金融科技學系(乙組)(030252),13,不要求,46,無,無,無,1000,112.05.20、112.05.21,一般,否,是,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_030252.htm?v=1.0,https://www.unews.com.tw/School/Info/57
