搜尋關鍵字,校系名稱,校系代碼,順序 1,順序 2,順序 3,順序 4,順序 5,學測採計,英聽,校系分則,去年分數
健康產業科技管理學系,中山醫學大學健康產業科技管理學系,2614,化學(分科)x1.00,數學甲(分科)x1.00,國文(學測)x1.00,--,---,---,---,https://university-tw.ldkrsi.men/go-to/uac?title=%E4%B8%AD%E5%B1%B1%E9%86%AB%E5%AD%B8%E5%A4%A7%E5%AD%B8%E5%81%A5%E5%BA%B7%E7%94%A2%E6%A5%AD%E7%A7%91%E6%8A%80%E7%AE%A1%E7%90%86%E5%AD%B8%E7%B3%BB&id=02614,https://www.com.tw/exam/university_026_111.html
職業安全衛生學系,中山醫學大學職業安全衛生學系,2615,化學(分科)x1.00,國文(學測)x1.00,英文(學測)x1.00,--,---,---,---,https://university-tw.ldkrsi.men/go-to/uac?title=%E4%B8%AD%E5%B1%B1%E9%86%AB%E5%AD%B8%E5%A4%A7%E5%AD%B8%E8%81%B7%E6%A5%AD%E5%AE%89%E5%85%A8%E8%A1%9B%E7%94%9F%E5%AD%B8%E7%B3%BB&id=02615,https://www.com.tw/exam/university_026_111.html
醫學資訊學系,中山醫學大學醫學資訊學系,2616,數學甲(分科)x2.00,英文(學測)x2.00,國文(學測)x1.00,--,---,---,---,https://university-tw.ldkrsi.men/go-to/uac?title=%E4%B8%AD%E5%B1%B1%E9%86%AB%E5%AD%B8%E5%A4%A7%E5%AD%B8%E9%86%AB%E5%AD%B8%E8%B3%87%E8%A8%8A%E5%AD%B8%E7%B3%BB&id=02616,https://www.com.tw/exam/university_026_111.html
應用外國語言學系,中山醫學大學應用外國語言學系,2617,英文(學測)x1.50,國文(學測)x1.00,歷史(分科)x1.00,--,---,---,---,https://university-tw.ldkrsi.men/go-to/uac?title=%E4%B8%AD%E5%B1%B1%E9%86%AB%E5%AD%B8%E5%A4%A7%E5%AD%B8%E6%87%89%E7%94%A8%E5%A4%96%E5%9C%8B%E8%AA%9E%E8%A8%80%E5%AD%B8%E7%B3%BB&id=02617,https://www.com.tw/exam/university_026_111.html
醫學社會暨社會工作學系、社工,中山醫學大學醫學社會暨社會工作學系,2620,國文(學測)x2.00,英文(學測)x1.00,公民與社會(分科)x2.00,--,---,---,---,https://university-tw.ldkrsi.men/go-to/uac?title=%E4%B8%AD%E5%B1%B1%E9%86%AB%E5%AD%B8%E5%A4%A7%E5%AD%B8%E9%86%AB%E5%AD%B8%E7%A4%BE%E6%9C%83%E6%9A%A8%E7%A4%BE%E6%9C%83%E5%B7%A5%E4%BD%9C%E5%AD%B8%E7%B3%BB&id=02620,https://www.com.tw/exam/university_026_111.html
醫學系,中山醫學大學醫學系,2621,生物(分科)x1.00,化學(分科)x1.00,英文(學測)x1.00,數學甲(分科)x1.00,物理(分科)x1.00,---,---,https://university-tw.ldkrsi.men/go-to/uac?title=%E4%B8%AD%E5%B1%B1%E9%86%AB%E5%AD%B8%E5%A4%A7%E5%AD%B8%E9%86%AB%E5%AD%B8%E7%B3%BB&id=02621,https://www.com.tw/exam/university_026_111.html
語言治療與聽力學系聽力組,中山醫學大學語言治療與聽力學系聽力組,2622,英文(學測)x2.00,物理(分科)x1.50,國文(學測)x1.50,生物(分科)x1.00,--,---,---,https://university-tw.ldkrsi.men/go-to/uac?title=%E4%B8%AD%E5%B1%B1%E9%86%AB%E5%AD%B8%E5%A4%A7%E5%AD%B8%E8%AA%9E%E8%A8%80%E6%B2%BB%E7%99%82%E8%88%87%E8%81%BD%E5%8A%9B%E5%AD%B8%E7%B3%BB%E8%81%BD%E5%8A%9B%E7%B5%84&id=02622,https://www.com.tw/exam/university_026_111.html
牙醫學系,中山醫學大學牙醫學系,2623,生物(分科)x1.25,化學(分科)x1.00,數學甲(分科)x1.00,物理(分科)x1.00,英文(學測)x1.00,國文(前標),---,https://university-tw.ldkrsi.men/go-to/uac?title=%E4%B8%AD%E5%B1%B1%E9%86%AB%E5%AD%B8%E5%A4%A7%E5%AD%B8%E7%89%99%E9%86%AB%E5%AD%B8%E7%B3%BB&id=02623,https://www.com.tw/exam/university_026_111.html
醫學檢驗暨生物技術學系、醫檢,中山醫學大學醫學檢驗暨生物技術學系,2624,生物(分科)x1.00,化學(分科)x1.00,英文(學測)x1.00,國文(學測)x1.00,--,---,---,https://university-tw.ldkrsi.men/go-to/uac?title=%E4%B8%AD%E5%B1%B1%E9%86%AB%E5%AD%B8%E5%A4%A7%E5%AD%B8%E9%86%AB%E5%AD%B8%E6%AA%A2%E9%A9%97%E6%9A%A8%E7%94%9F%E7%89%A9%E6%8A%80%E8%A1%93%E5%AD%B8%E7%B3%BB&id=02624,https://www.com.tw/exam/university_026_111.html
護理學系,中山醫學大學護理學系,2626,生物(分科)x1.00,化學(分科)x1.00,英文(學測)x1.00,國文(學測)x1.00,--,---,---,https://university-tw.ldkrsi.men/go-to/uac?title=%E4%B8%AD%E5%B1%B1%E9%86%AB%E5%AD%B8%E5%A4%A7%E5%AD%B8%E8%AD%B7%E7%90%86%E5%AD%B8%E7%B3%BB&id=02626,https://www.com.tw/exam/university_026_111.html
